person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
25,80000,MORTGAGE,9,VENTURE,A,6000,6.03,0,0.07,N,4
26,80000,MORTGAGE,10,HOMEIMPROVEMENT,A,7000,6.03,0,0.09,N,4
25,80000,MORTGAGE,5,PERSONAL,A,18200,7.9,0,0.23,N,2
25,80000,MORTGAGE,6,MEDICAL,A,3000,6.03,0,0.04,N,2
26,76000,RENT,5,DEBTCONSOLIDATION,C,11800,13.11,0,0.16,Y,3
25,50000,RENT,6,PERSONAL,B,11875,10.65,0,0.24,N,2
25,80000,MORTGAGE,4,PERSONAL,A,11000,6.62,0,0.14,N,3
25,80000,MORTGAGE,5,VENTURE,A,12000,5.99,0,0.15,N,2
25,26000,RENT,5,MEDICAL,B,12000,11.99,1,0.46,N,3
25,80000,MORTGAGE,9,VENTURE,D,14000,15.62,0,0.17,Y,4
25,80000,OWN,9,PERSONAL,B,2700,10.59,0,0.03,N,4
26,80000,MORTGAGE,10,DEBTCONSOLIDATION,B,10800,11.99,0,0.14,N,3
25,80000,MORTGAGE,9,DEBTCONSOLIDATION,A,10250,5.42,0,0.13,N,4
26,32000,RENT,6,MEDICAL,A,12000,8.94,1,0.38,N,3
25,80000,MORTGAGE,5,HOMEIMPROVEMENT,C,14625,12.68,0,0.18,Y,4
25,80000,MORTGAGE,9,HOMEIMPROVEMENT,B,12000,10,0,0.15,N,4
25,80000,MORTGAGE,9,DEBTCONSOLIDATION,A,13000,6.54,0,0.16,N,3
25,80000,MORTGAGE,5,DEBTCONSOLIDATION,A,18000,5.79,0,0.23,N,2
26,80000,MORTGAGE,6,MEDICAL,A,2000,6.91,0,0.03,N,3
25,80000,MORTGAGE,9,MEDICAL,A,3000,6.17,0,0.04,N,4
25,80000,MORTGAGE,5,EDUCATION,B,25000,10.36,0,0.31,N,3
25,80000,MORTGAGE,4,VENTURE,C,15000,12.61,0,0.19,Y,4
25,40000,OWN,5,EDUCATION,C,6000,13.47,0,0.15,Y,3
25,29004,RENT,5,PERSONAL,C,12000,12.84,1,0.41,Y,4
26,30000,RENT,4,DEBTCONSOLIDATION,B,12000,11.11,1,0.4,N,3
26,80000,MORTGAGE,5,DEBTCONSOLIDATION,A,7000,7.51,0,0.09,N,2
25,62900,MORTGAGE,9,MEDICAL,D,8825,15.7,1,0.12,Y,3
26,80000,MORTGAGE,10,EDUCATION,D,15000,16.07,0,0.19,N,2
25,80000,MORTGAGE,9,VENTURE,A,12000,7.88,0,0.15,N,3
25,80000,MORTGAGE,5,DEBTCONSOLIDATION,A,8500,7.51,0,0.11,N,2
26,80000,MORTGAGE,10,PERSONAL,B,25000,10.62,0,0.31,N,4
26,80000,MORTGAGE,4,PERSONAL,D,5000,14.96,0,0.06,Y,3
25,80000,MORTGAGE,4,MEDICAL,A,6000,7.74,0,0.07,N,4
25,80000,MORTGAGE,10,EDUCATION,D,25000,15.31,0,0.31,N,2
25,80000,OWN,6,EDUCATION,B,25000,11.48,0,0.31,N,4
26,80000,MORTGAGE,6,PERSONAL,B,15000,12.53,0,0.19,N,3
25,38340,RENT,9,MEDICAL,B,12000,11.71,1,0.31,N,2
26,80000,OWN,5,PERSONAL,C,7000,13.22,0,0.09,Y,2
26,80000,MORTGAGE,5,VENTURE,A,3000,8,0,0.04,N,4
25,39779,RENT,8,VENTURE,A,12000,5.79,0,0.3,N,2
25,39900,RENT,8,EDUCATION,B,12000,9.88,0,0.3,N,4
26,74000,MORTGAGE,4,EDUCATION,B,7500,10.08,1,0.1,N,4
26,80004,MORTGAGE,4,PERSONAL,B,15000,11.86,0,0.19,N,3
25,80140,MORTGAGE,4,DEBTCONSOLIDATION,B,11300,10.37,0,0.14,N,2
25,41000,RENT,6,DEBTCONSOLIDATION,B,12000,11.71,0,0.29,N,3
25,80400,MORTGAGE,9,DEBTCONSOLIDATION,A,1000,5.42,0,0.01,N,3
25,80400,MORTGAGE,10,VENTURE,D,25000,17.49,0,0.31,Y,4
26,80500,MORTGAGE,9,HOMEIMPROVEMENT,B,11000,12.53,0,0.14,N,3
26,80730,MORTGAGE,7,HOMEIMPROVEMENT,A,9600,7.29,0,0.12,N,2
26,81000,MORTGAGE,10,DEBTCONSOLIDATION,A,10750,8.49,0,0.13,N,2
25,42900,RENT,5,EDUCATION,A,12000,8.9,0,0.28,N,2
26,81000,MORTGAGE,6,MEDICAL,B,5000,10.75,0,0.06,N,3
25,44004,RENT,9,MEDICAL,E,12000,16.45,0,0.27,Y,4
26,81360,MORTGAGE,4,HOMEIMPROVEMENT,A,6000,7.9,0,0.07,N,4
25,81600,MORTGAGE,9,EDUCATION,C,13000,13.23,0,0.16,Y,4
25,81600,MORTGAGE,10,HOMEIMPROVEMENT,B,20000,12.18,0,0.25,N,2
25,45000,RENT,9,DEBTCONSOLIDATION,B,12000,9.62,0,0.27,N,3
26,82000,MORTGAGE,7,VENTURE,B,7000,12.42,0,0.09,N,3
25,45600,RENT,5,MEDICAL,C,12000,13.23,0,0.26,N,4
26,45806,RENT,5,EDUCATION,D,12000,14.84,0,0.26,N,3
26,82000,MORTGAGE,5,EDUCATION,C,1000,14.27,0,0.01,Y,2
26,82000,MORTGAGE,5,PERSONAL,A,19075,7.9,0,0.23,N,2
25,46000,RENT,9,PERSONAL,A,12000,5.42,0,0.26,N,3
26,82000,MORTGAGE,10,PERSONAL,A,3200,5.99,0,0.04,N,3
26,76000,MORTGAGE,10,DEBTCONSOLIDATION,E,7200,16.35,1,0.09,Y,2
25,82000,MORTGAGE,7,PERSONAL,C,7500,12.72,0,0.09,N,4
25,48074,RENT,4,EDUCATION,C,12000,13.85,0,0.25,Y,4
26,60000,RENT,5,HOMEIMPROVEMENT,B,12000,10.65,0,0.2,N,3
25,76248,MORTGAGE,6,DEBTCONSOLIDATION,C,9750,14.27,1,0.13,Y,3
26,82305,MORTGAGE,10,DEBTCONSOLIDATION,A,18600,6.99,0,0.23,N,2
26,60000,RENT,5,DEBTCONSOLIDATION,A,12000,6.62,0,0.2,N,2
25,60000,RENT,9,EDUCATION,A,12000,7.9,0,0.2,N,2
25,82729,OWN,8,VENTURE,A,4800,6.17,0,0.06,N,3
25,60000,RENT,9,EDUCATION,B,12000,12.21,0,0.2,N,3
25,83000,MORTGAGE,9,HOMEIMPROVEMENT,B,13000,10.99,0,0.16,N,2
25,83004,MORTGAGE,9,PERSONAL,A,5000,6.76,0,0.06,N,4
26,83957,MORTGAGE,4,MEDICAL,A,3000,8.94,0,0.04,N,3
25,84000,MORTGAGE,4,DEBTCONSOLIDATION,A,8500,6.62,0,0.1,N,4
25,84000,MORTGAGE,9,MEDICAL,C,20000,15.27,0,0.24,N,3
26,84000,MORTGAGE,10,PERSONAL,B,7500,12.69,0,0.09,N,3
25,84000,MORTGAGE,9,VENTURE,B,5000,10.99,0,0.06,N,2
25,84000,MORTGAGE,7,MEDICAL,B,6500,10.99,0,0.08,N,3
26,84000,MORTGAGE,5,EDUCATION,C,21000,13.49,0,0.25,Y,2
25,30000,RENT,9,PERSONAL,B,3000,11.71,0,0.1,N,3
25,84000,MORTGAGE,9,DEBTCONSOLIDATION,B,4200,9.25,0,0.05,N,4
26,62000,RENT,10,VENTURE,B,12000,12.69,0,0.19,N,3
25,84000,MORTGAGE,8,VENTURE,B,6000,10.62,0,0.07,N,4
25,66300,MORTGAGE,9,MEDICAL,A,1700,6.76,1,0.02,N,4
25,84000,MORTGAGE,4,DEBTCONSOLIDATION,A,15000,7.88,0,0.18,N,4
25,84000,MORTGAGE,8,PERSONAL,B,8500,11.83,0,0.1,N,3
25,62300,RENT,9,MEDICAL,A,12000,7.9,0,0.19,N,4
26,84000,MORTGAGE,10,DEBTCONSOLIDATION,A,3000,9.63,0,0.04,N,3
26,84000,MORTGAGE,6,HOMEIMPROVEMENT,C,2150,13.47,0,0.03,N,2
26,62500,RENT,7,VENTURE,C,12000,12.23,0,0.19,N,4
26,84000,MORTGAGE,10,PERSONAL,B,4925,9.96,0,0.06,N,3
26,84191,MORTGAGE,5,MEDICAL,A,9000,6.62,0,0.11,N,4
26,84996,MORTGAGE,6,EDUCATION,C,1500,12.23,0,0.02,N,4
26,68400,RENT,10,VENTURE,A,12000,7.29,0,0.18,N,4
25,85000,MORTGAGE,7,EDUCATION,C,12000,14.65,0,0.14,Y,4
26,85000,MORTGAGE,10,MEDICAL,A,24000,8.9,0,0.28,N,3
25,70000,RENT,9,VENTURE,A,12000,8.9,0,0.17,N,2
26,70000,RENT,6,HOMEIMPROVEMENT,A,12000,6.99,0,0.17,N,3
25,70000,RENT,4,MEDICAL,B,12000,10.37,0,0.17,N,3
25,70000,RENT,6,VENTURE,B,12000,12.18,0,0.17,N,3
25,85000,MORTGAGE,7,PERSONAL,C,5500,13.49,0,0.06,N,3
26,85000,MORTGAGE,10,PERSONAL,A,12000,6.62,0,0.14,N,3
25,70000,RENT,9,EDUCATION,D,12000,13.55,0,0.17,Y,3
26,85000,MORTGAGE,10,DEBTCONSOLIDATION,C,4650,13.49,0,0.05,Y,3
25,66000,RENT,9,PERSONAL,D,12000,16.89,1,0.18,N,2
26,85000,MORTGAGE,10,HOMEIMPROVEMENT,B,11000,11.99,0,0.13,N,4
25,85000,MORTGAGE,9,DEBTCONSOLIDATION,B,24000,10.99,0,0.28,N,4
26,85000,MORTGAGE,10,EDUCATION,A,4650,8.49,0,0.05,N,2
25,85000,MORTGAGE,10,VENTURE,B,16000,10.99,0,0.19,N,2
25,85000,MORTGAGE,6,DEBTCONSOLIDATION,C,1500,13.06,0,0.02,N,2
25,85000,MORTGAGE,9,DEBTCONSOLIDATION,A,7350,5.79,0,0.09,N,4
26,41000,RENT,8,DEBTCONSOLIDATION,B,3000,12.42,0,0.07,N,3
26,85000,MORTGAGE,10,VENTURE,C,2200,13.43,0,0.03,N,3
25,85000,MORTGAGE,6,HOMEIMPROVEMENT,A,4000,6.54,0,0.05,N,3
25,85000,MORTGAGE,4,HOMEIMPROVEMENT,A,5000,6.17,0,0.06,N,2
25,62050,MORTGAGE,4,MEDICAL,D,5400,15.21,1,0.07,Y,3
25,37000,OWN,6,MEDICAL,B,9000,10.25,0,0.24,N,3
25,85000,MORTGAGE,9,VENTURE,A,4000,7.88,0,0.05,N,2
26,42000,RENT,10,MEDICAL,B,3000,11.83,0,0.07,N,2
25,85000,MORTGAGE,5,HOMEIMPROVEMENT,C,9600,13.85,0,0.11,Y,4
25,85000,MORTGAGE,5,VENTURE,B,18000,9.88,0,0.21,N,3
26,85000,MORTGAGE,8,MEDICAL,A,15000,7.88,0,0.18,N,4
25,68500,RENT,4,EDUCATION,C,12000,13.16,1,0.18,Y,2
25,85000,MORTGAGE,9,VENTURE,C,7200,13.57,0,0.08,N,3
26,85000,OWN,10,EDUCATION,B,10000,12.18,0,0.12,N,2
26,75000,RENT,4,VENTURE,B,12000,10.37,0,0.16,N,4
25,85000,MORTGAGE,4,VENTURE,C,20000,13.92,0,0.24,N,3
25,85000,MORTGAGE,9,PERSONAL,A,1000,9.32,0,0.01,N,2
26,78000,RENT,4,DEBTCONSOLIDATION,A,12000,7.14,0,0.15,N,2
25,78000,RENT,6,HOMEIMPROVEMENT,B,12000,12.53,0,0.15,N,2
26,85000,MORTGAGE,10,HOMEIMPROVEMENT,C,4800,11.59,0,0.06,Y,2
25,85000,MORTGAGE,5,DEBTCONSOLIDATION,C,7500,11.03,0,0.09,Y,3
25,73000,MORTGAGE,8,PERSONAL,D,20000,13.12,1,0.27,Y,4
26,73008,MORTGAGE,4,DEBTCONSOLIDATION,E,15000,15.68,1,0.21,Y,3
25,85100,MORTGAGE,9,PERSONAL,A,4500,6.39,0,0.05,N,3
26,85200,MORTGAGE,10,HOMEIMPROVEMENT,A,8000,6.03,0,0.09,N,4
25,73248,MORTGAGE,5,HOMEIMPROVEMENT,B,12000,11.11,1,0.16,N,4
25,80000,RENT,6,EDUCATION,C,12000,12.99,0,0.15,N,3
26,80000,RENT,10,VENTURE,B,12000,11.83,0,0.15,N,3
25,80004,RENT,4,HOMEIMPROVEMENT,B,12000,10.36,0,0.15,N,3
25,86000,MORTGAGE,10,VENTURE,A,13000,8.49,0,0.15,N,4
26,86000,MORTGAGE,10,VENTURE,B,5000,11.12,0,0.06,N,2
26,86000,MORTGAGE,11,DEBTCONSOLIDATION,B,9250,11.12,0,0.11,N,4
26,86000,MORTGAGE,4,VENTURE,C,16000,14.26,0,0.19,N,4
25,62903,MORTGAGE,9,MEDICAL,B,3000,10.65,1,0.04,N,2
25,85000,RENT,5,DEBTCONSOLIDATION,B,12000,12.42,0,0.14,N,4
26,86604,MORTGAGE,5,HOMEIMPROVEMENT,A,4300,7.66,0,0.05,N,2
26,87000,MORTGAGE,10,DEBTCONSOLIDATION,B,10000,9.99,0,0.11,N,3
25,87000,MORTGAGE,10,HOMEIMPROVEMENT,A,7000,7.51,0,0.08,N,4
26,88000,RENT,10,PERSONAL,B,12000,12.42,0,0.14,N,2
26,87000,MORTGAGE,9,DEBTCONSOLIDATION,C,25000,12.73,0,0.29,N,2
25,87000,OWN,5,EDUCATION,D,5500,14.61,0,0.06,N,2
25,87000,MORTGAGE,4,MEDICAL,B,13000,11.26,0,0.15,N,3
26,87000,MORTGAGE,10,VENTURE,B,1000,11.89,0,0.01,N,3
26,87292,MORTGAGE,5,MEDICAL,A,9600,5.99,0,0.11,N,4
26,87800,MORTGAGE,5,EDUCATION,A,12000,5.79,0,0.14,N,4
25,92000,RENT,5,HOMEIMPROVEMENT,C,12000,13.43,0,0.13,N,3
26,88000,MORTGAGE,10,HOMEIMPROVEMENT,A,3800,6.54,0,0.04,N,2
26,88000,MORTGAGE,10,EDUCATION,A,10000,7.88,0,0.11,N,2
25,88000,MORTGAGE,7,MEDICAL,B,11000,11.14,0,0.13,N,4
25,88140,MORTGAGE,5,EDUCATION,C,15000,13.49,0,0.17,Y,3
26,88200,MORTGAGE,9,HOMEIMPROVEMENT,B,3000,10.59,0,0.03,N,4
26,88500,MORTGAGE,10,EDUCATION,A,10000,8.59,0,0.11,N,4
26,88800,MORTGAGE,10,MEDICAL,B,10000,11.36,0,0.11,N,3
25,76800,MORTGAGE,9,DEBTCONSOLIDATION,D,15000,14.96,1,0.2,N,2
26,88900,MORTGAGE,9,MEDICAL,C,19200,14.65,0,0.22,N,4
25,89000,MORTGAGE,9,MEDICAL,A,14000,7.49,0,0.16,N,2
25,78200,RENT,9,MEDICAL,E,12000,16.4,1,0.13,N,4
25,77000,MORTGAGE,9,HOMEIMPROVEMENT,D,14500,15.95,1,0.19,Y,2
26,89000,MORTGAGE,10,HOMEIMPROVEMENT,B,8000,10.99,0,0.09,N,2
25,110000,RENT,8,HOMEIMPROVEMENT,C,12000,12.23,0,0.11,Y,2
26,89018,MORTGAGE,7,EDUCATION,C,5800,11.97,0,0.07,Y,2
25,90000,MORTGAGE,9,EDUCATION,A,7750,7.51,0,0.09,N,4
26,78000,MORTGAGE,10,EDUCATION,B,14000,9.91,1,0.18,N,4
25,36000,OWN,10,EDUCATION,B,11200,9.76,0,0.31,N,4
26,130000,RENT,5,EDUCATION,C,12000,14.22,0,0.09,Y,2
25,90000,MORTGAGE,9,HOMEIMPROVEMENT,B,18000,9.91,0,0.2,N,2
25,90000,MORTGAGE,9,PERSONAL,A,3600,7.9,0,0.04,N,2
25,66300,MORTGAGE,6,MEDICAL,C,20000,15.27,1,0.26,N,4
25,225000,RENT,9,EDUCATION,D,12000,16.49,0,0.05,N,2
26,90000,MORTGAGE,5,EDUCATION,A,8000,5.42,0,0.09,N,3
25,90000,MORTGAGE,9,MEDICAL,A,6000,6.99,0,0.07,N,3
26,90000,MORTGAGE,10,PERSONAL,B,13000,10.59,0,0.14,N,3
25,90000,MORTGAGE,9,PERSONAL,A,10000,5.42,0,0.11,N,2
25,90000,MORTGAGE,4,PERSONAL,B,3000,11.49,0,0.03,N,4
25,90000,MORTGAGE,6,DEBTCONSOLIDATION,A,15000,8.49,0,0.17,N,2
25,78000,MORTGAGE,8,DEBTCONSOLIDATION,D,6000,15.62,1,0.08,N,3
25,90000,MORTGAGE,9,VENTURE,B,5600,9.99,0,0.06,N,4
26,90000,MORTGAGE,10,HOMEIMPROVEMENT,B,5175,11.99,0,0.06,N,2
25,90000,MORTGAGE,4,VENTURE,B,10000,10,0,0.11,N,2
26,42000,RENT,6,PERSONAL,A,12375,7.51,0,0.29,N,3
25,42000,RENT,8,DEBTCONSOLIDATION,A,12375,7.29,0,0.29,N,4
25,90000,MORTGAGE,9,EDUCATION,A,20000,6.54,0,0.22,N,3
26,90000,MORTGAGE,10,EDUCATION,A,1000,6.17,0,0.01,N,4
26,40000,RENT,4,EDUCATION,A,12500,6.92,1,0.31,N,2
25,90000,MORTGAGE,5,VENTURE,C,10000,12.61,0,0.11,Y,3
26,39000,RENT,5,MEDICAL,B,2800,10,0,0.07,N,2
25,90000,MORTGAGE,9,MEDICAL,C,15000,13.61,0,0.17,N,3
25,90000,MORTGAGE,5,DEBTCONSOLIDATION,A,7500,6.76,0,0.08,N,4
25,90000,MORTGAGE,6,PERSONAL,D,8500,15.21,0,0.09,Y,3
26,90000,MORTGAGE,9,DEBTCONSOLIDATION,A,6500,7.14,0,0.07,N,3
25,90000,MORTGAGE,7,PERSONAL,A,6000,7.14,0,0.07,N,3
25,90000,MORTGAGE,9,DEBTCONSOLIDATION,B,15000,12.18,0,0.17,N,2
25,90000,MORTGAGE,6,PERSONAL,A,6000,7.74,0,0.07,N,4
25,78000,MORTGAGE,4,DEBTCONSOLIDATION,B,3000,11.48,1,0.04,N,3
25,78000,MORTGAGE,9,DEBTCONSOLIDATION,D,8000,16,1,0.1,N,2
25,90000,OWN,9,HOMEIMPROVEMENT,A,10000,8,0,0.11,N,4
26,78000,MORTGAGE,10,EDUCATION,A,10000,9.63,1,0.13,N,4
25,90000,MORTGAGE,7,VENTURE,A,11000,9.32,0,0.12,N,3
25,78000,MORTGAGE,7,VENTURE,C,9000,11.78,1,0.12,Y,2
25,90084,MORTGAGE,6,PERSONAL,A,15000,7.88,0,0.17,N,4
26,67150,MORTGAGE,9,MEDICAL,D,15000,14.11,1,0.19,Y,4
25,35000,OWN,9,PERSONAL,C,4000,13.11,0,0.11,N,2
25,91200,MORTGAGE,9,PERSONAL,A,6000,7.68,0,0.07,N,4
26,67983,MORTGAGE,7,MEDICAL,D,15000,16.49,1,0.19,Y,3
26,68000,MORTGAGE,11,MEDICAL,D,25000,15.65,1,0.31,N,2
25,36960,RENT,8,DEBTCONSOLIDATION,D,12500,14.61,1,0.34,Y,4
25,92000,MORTGAGE,9,MEDICAL,B,13000,11.26,0,0.14,N,2
26,80004,MORTGAGE,7,DEBTCONSOLIDATION,C,7500,15.23,1,0.09,Y,2
25,80004,MORTGAGE,8,PERSONAL,A,6000,8,1,0.07,N,2
26,92400,MORTGAGE,8,MEDICAL,A,14500,7.88,0,0.16,N,4
26,44000,RENT,4,HOMEIMPROVEMENT,G,12500,22.11,1,0.28,Y,2
25,92700,MORTGAGE,5,VENTURE,C,1500,14.65,0,0.02,Y,2
26,92700,MORTGAGE,6,EDUCATION,B,1500,9.63,0,0.02,N,2
26,92795,MORTGAGE,10,MEDICAL,B,19000,10.37,0,0.2,N,4
25,93000,MORTGAGE,9,VENTURE,D,12000,16.77,0,0.13,Y,4
26,51000,RENT,10,DEBTCONSOLIDATION,E,12500,14.18,1,0.25,N,4
26,93000,MORTGAGE,10,DEBTCONSOLIDATION,B,6000,10.99,0,0.06,N,3
25,60000,RENT,4,EDUCATION,B,12500,11.89,0,0.21,N,2
26,93000,MORTGAGE,8,MEDICAL,A,17500,7.51,0,0.19,N,4
25,93000,MORTGAGE,5,MEDICAL,A,12000,7.88,0,0.13,N,4
25,93200,MORTGAGE,9,EDUCATION,D,25000,15.58,0,0.27,Y,4
26,93500,MORTGAGE,9,VENTURE,D,6250,14.83,0,0.07,Y,3
25,93600,MORTGAGE,9,DEBTCONSOLIDATION,B,20000,10.62,0,0.21,N,3
25,94000,MORTGAGE,9,HOMEIMPROVEMENT,B,30000,10.65,0,0.32,N,4
26,94000,MORTGAGE,8,PERSONAL,A,15000,6.17,0,0.16,N,2
26,42000,RENT,4,EDUCATION,B,12800,10.59,0,0.3,N,2
26,52992,RENT,6,HOMEIMPROVEMENT,A,12800,5.42,0,0.24,N,4
25,94400,MORTGAGE,4,PERSONAL,A,35000,7.49,0,0.37,N,3
26,94500,OWN,10,VENTURE,A,2000,5.42,0,0.02,N,2
25,94500,MORTGAGE,5,HOMEIMPROVEMENT,B,13500,10,0,0.14,N,2
26,60000,RENT,7,VENTURE,C,12800,12.84,0,0.21,N,2
26,94800,MORTGAGE,10,DEBTCONSOLIDATION,A,14000,6.03,0,0.15,N,4
25,94976,MORTGAGE,5,DEBTCONSOLIDATION,B,20000,10.74,0,0.21,N,3
25,103000,RENT,9,HOMEIMPROVEMENT,D,12800,15.7,0,0.12,Y,4
26,95000,MORTGAGE,10,PERSONAL,A,6600,7.51,0,0.07,N,4
26,95000,MORTGAGE,10,VENTURE,C,15000,15.96,0,0.16,Y,2
26,95000,MORTGAGE,9,EDUCATION,D,25000,16.89,0,0.26,Y,2
25,95000,MORTGAGE,5,VENTURE,B,18000,10.99,0,0.19,N,3
25,55000,RENT,9,HOMEIMPROVEMENT,A,13000,7.51,0,0.24,N,4
26,95000,MORTGAGE,9,VENTURE,D,17000,15.65,0,0.18,N,2
25,95000,MORTGAGE,8,EDUCATION,B,6800,9.63,0,0.07,N,4
26,95000,MORTGAGE,10,EDUCATION,A,7275,6.91,0,0.08,N,4
25,95000,MORTGAGE,4,EDUCATION,A,6500,7.14,0,0.07,N,3
26,95000,MORTGAGE,10,VENTURE,B,5000,9.88,0,0.05,N,2
25,75000,RENT,4,DEBTCONSOLIDATION,B,13000,11.48,0,0.17,N,4
25,83195,RENT,9,PERSONAL,B,13000,11.71,0,0.16,N,3
25,95000,MORTGAGE,7,PERSONAL,A,5000,7.43,0,0.05,N,2
25,95004,OWN,9,EDUCATION,B,2800,9.91,0,0.03,N,3
25,87000,RENT,6,DEBTCONSOLIDATION,A,13000,7.29,0,0.15,N,2
26,95004,MORTGAGE,10,HOMEIMPROVEMENT,B,24250,8.88,0,0.26,N,3
25,95004,MORTGAGE,9,EDUCATION,A,18000,7.51,0,0.19,N,4
25,95111,MORTGAGE,9,PERSONAL,C,18000,14.72,0,0.19,N,4
26,95400,MORTGAGE,8,PERSONAL,C,5000,12.68,0,0.05,N,3
26,69700,RENT,4,MEDICAL,D,13000,14.42,1,0.16,Y,2
26,110400,RENT,9,EDUCATION,A,13000,7.9,0,0.12,N,3
25,96000,MORTGAGE,6,HOMEIMPROVEMENT,C,21000,14.65,0,0.22,N,3
25,96000,MORTGAGE,4,VENTURE,B,10925,12.69,0,0.11,N,4
25,96000,MORTGAGE,9,PERSONAL,D,35000,18.25,0,0.36,Y,2
25,96000,MORTGAGE,9,MEDICAL,A,14000,6.03,0,0.15,N,3
26,96000,MORTGAGE,10,HOMEIMPROVEMENT,E,24000,19.42,0,0.25,N,4
25,57840,RENT,5,MEDICAL,B,13600,9.99,0,0.24,N,2
25,96000,MORTGAGE,5,DEBTCONSOLIDATION,A,35000,7.49,0,0.36,N,3
25,73000,RENT,9,PERSONAL,B,13600,11.99,0,0.19,N,2
25,96000,MORTGAGE,10,VENTURE,A,20000,6.99,0,0.21,N,3
25,33000,OWN,7,VENTURE,B,8000,10.38,0,0.24,N,2
25,84000,MORTGAGE,9,DEBTCONSOLIDATION,D,5000,16.02,1,0.06,N,3
26,96000,MORTGAGE,6,MEDICAL,B,20000,11.11,0,0.21,N,4
26,96000,MORTGAGE,4,VENTURE,B,11625,10,0,0.12,N,3
26,96000,MORTGAGE,10,VENTURE,A,8000,7.29,0,0.08,N,4
25,96000,MORTGAGE,9,DEBTCONSOLIDATION,B,18250,11.11,0,0.19,N,4
25,71400,MORTGAGE,9,MEDICAL,D,25000,14.09,1,0.3,N,2
25,84000,MORTGAGE,9,PERSONAL,D,3500,14.84,1,0.04,N,2
26,32956,OWN,10,MEDICAL,A,10000,8.49,0,0.3,N,3
25,80600,RENT,9,PERSONAL,B,13800,11.99,0,0.17,N,3
26,71400,OWN,9,MEDICAL,E,16500,16.45,1,0.2,N,3
26,96000,MORTGAGE,4,HOMEIMPROVEMENT,E,20000,16.7,0,0.21,N,4
26,42000,RENT,4,DEBTCONSOLIDATION,B,14000,9.45,1,0.33,N,2
26,96300,MORTGAGE,10,PERSONAL,A,15000,6.17,0,0.16,N,3
26,96500,MORTGAGE,4,VENTURE,A,18000,7.51,0,0.19,N,4
26,96640,OTHER,8,EDUCATION,B,25000,11.58,0,0.26,N,2
25,96720,MORTGAGE,9,EDUCATION,A,18000,7.9,0,0.19,N,4
25,39000,RENT,4,PERSONAL,D,14000,16.49,1,0.36,N,3
26,97000,MORTGAGE,5,DEBTCONSOLIDATION,A,4000,6.62,0,0.04,N,4
26,97000,MORTGAGE,4,MEDICAL,C,6000,13.61,0,0.06,N,3
25,97000,MORTGAGE,9,HOMEIMPROVEMENT,D,25000,14.59,0,0.26,N,2
26,44000,RENT,10,DEBTCONSOLIDATION,D,14000,14.83,1,0.32,N,2
25,85584,MORTGAGE,10,DEBTCONSOLIDATION,E,24000,17.19,1,0.28,Y,2
25,97700,MORTGAGE,6,PERSONAL,A,8000,7.49,0,0.08,N,2
25,98000,MORTGAGE,9,EDUCATION,A,2000,5.42,0,0.02,N,4
26,98000,MORTGAGE,5,MEDICAL,A,12000,8.49,0,0.12,N,3
25,86000,MORTGAGE,9,HOMEIMPROVEMENT,B,5000,10.36,1,0.06,N,2
26,98000,MORTGAGE,7,VENTURE,A,14000,7.88,0,0.14,N,3
25,55000,RENT,9,HOMEIMPROVEMENT,A,14000,6.62,0,0.25,N,2
26,98400,MORTGAGE,4,VENTURE,A,8450,6.99,0,0.09,N,2
26,98700,MORTGAGE,6,HOMEIMPROVEMENT,C,9600,13.06,0,0.1,N,3
26,57600,RENT,10,VENTURE,B,14000,10.37,0,0.24,N,2
26,99000,MORTGAGE,10,VENTURE,B,5000,11.49,0,0.05,N,2
25,58000,RENT,5,MEDICAL,C,14000,12.61,0,0.24,Y,3
25,99000,MORTGAGE,9,DEBTCONSOLIDATION,A,15000,6.17,0,0.15,N,4
26,99000,MORTGAGE,9,MEDICAL,C,20000,14.22,0,0.2,N,4
26,99085,MORTGAGE,10,VENTURE,D,8000,14.91,0,0.08,Y,4
25,99473,MORTGAGE,9,PERSONAL,B,8500,11.58,0,0.09,N,2
25,54000,RENT,6,DEBTCONSOLIDATION,D,14000,14.59,1,0.26,Y,4
25,99996,MORTGAGE,5,HOMEIMPROVEMENT,B,12000,10.38,0,0.12,N,4
26,66000,RENT,10,PERSONAL,A,14000,6.62,0,0.21,N,3
25,100000,MORTGAGE,9,PERSONAL,A,6000,8.9,0,0.06,N,3
25,31200,OWN,9,PERSONAL,A,15000,6.03,0,0.48,N,4
25,100000,MORTGAGE,6,VENTURE,B,12000,9.91,0,0.12,N,4
26,100000,MORTGAGE,7,VENTURE,A,9200,6.03,0,0.09,N,3
25,88000,MORTGAGE,9,PERSONAL,D,20000,17.58,1,0.23,N,3
25,100000,MORTGAGE,9,HOMEIMPROVEMENT,B,4800,10.65,0,0.05,N,3
25,100000,MORTGAGE,9,HOMEIMPROVEMENT,A,11650,6.62,0,0.12,N,3
25,63996,RENT,9,DEBTCONSOLIDATION,D,14000,14.42,1,0.22,Y,2
26,100000,MORTGAGE,10,DEBTCONSOLIDATION,A,12000,5.99,0,0.12,N,2
26,100000,MORTGAGE,11,PERSONAL,C,15000,13.99,0,0.15,N,4
